DIFFICULTY_TAG,CLASS_NAME,LENGTH,INSTRUCTOR,CLASS_TYPE,TIME,RATING,RATING_COUNT,DIFFICULTY_RATING,LONG_DESCRIPTION,WHETHER_TAKEN,EQUIPMENT
INTERMEDIATE,45 min Pilates,45,KRISTIN MCGEE,STRENGTH,Wed 12/16/20 @ 10:00 PM,99.3,21237,6.9,"This 45-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions, and challenging choreography.",False,['Workout Mat']
NO_DIFFICULTY_TAG,15 min Pilates,15,KRISTIN MCGEE,STRENGTH,Wed 12/16/20 @ 10:00 PM,98.9,34137,5.8,"This 15-minute mat Pilates class increases core strength, flexibility and body awareness. Build upon core principles and signature exercises that will leave you feeling aligned and energized.",False,['Workout Mat']
ADVANCED,30 min Pilates,30,KRISTIN MCGEE,STRENGTH,Wed 12/16/20 @ 10:00 PM,98.7,17842,7.5,"This 30-minute advanced mat Pilates class builds core strength, flexibility and body awareness. Amplify your strength & stamina with heat-building flows, challenging progressions and advanced Pilates choreography.",False,['Workout Mat']
BEGINNER,20 min Pilates,20,KRISTIN MCGEE,STRENGTH,Wed 12/16/20 @ 10:00 PM,99.1,27724,4.9,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Focus on fundamentals and learn modifications to kick-start a strong Pilates practice.",False,['Workout Mat']
