DIFFICULTY_TAG,CLASS_NAME,LENGTH,INSTRUCTOR,CLASS_TYPE,TIME,RATING,RATING_COUNT,DIFFICULTY_RATING,LONG_DESCRIPTION,WHETHER_TAKEN,EQUIPMENT
INTERMEDIATE,20 min Beyonc√© Bodyweight Strength,20,ERIK J?GER,GERMAN,Thu 10/21/21 @ 1:30 AM,97.8,992,6.6,"Strong body. Strong mind. Source your power from this high-energy, high-impact Beyonc®¶ strength with Erik.",FALSE,['Workout Mat']
NO_DIFFICULTY_TAG,10 min Arms Toning,10,ERIK J?GER,STRENGTH,Wed 7/22/20 @ 12:35 AM,97.5,9813,5.9,Grab your free weights from the back of the Bike to tone your arms during your workout.,FALSE,['Light Weights']
